INFO:root:read_directory Ran with args: (), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1057.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_717.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_878.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_688.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_850.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_844.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_677.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_111.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1137.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1123.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_105.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_5.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_663.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_893.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_139.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_887.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1335.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_313.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_475.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1453.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1447.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_461.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_307.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1321.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1309.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_449.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1325.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_303.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_465.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1443.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1457.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_471.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_317.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1331.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1319.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_459.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_667.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_101.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1127.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1133.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_115.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_673.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_883.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_129.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_897.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_868.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_840.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_698.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_854.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_713.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1053.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1047.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_707.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_908.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1090.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_21.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_35.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1084.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_934.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_920.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1251.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_277.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_511.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_505.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_263.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1245.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_539.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1279.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1292.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1286.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_288.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_289.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1287.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1293.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_538.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1278.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_504.txt',), and kwargs: {}
INFO:root:read_text_file Ran with args: ('/Users/sajjadislam/Documents/Large_Data Index and Search/Project/Large_Data_indexing_searching/util/../Large_Dataset/file_1244.txt',), and kwargs: {}
